codigo_suministro,operacion_apertura,Horas Inter,ENS $,Mes
308512703,105838776,"2,31","29,17",4
363959401,105466041,"2,76","29,16",4
324169401,104765552,"0,71","29,12",4
350407501,104824184,"1,15","29,06",4
310238501,104824511,"1,10","29,03",4
324527001,106517621,"2,21","28,88",4
325708601,105872108,"1,83","28,86",4
365759301,106431938,"13,21","28,81",4
330700401,105052699,"0,59","28,77",4
312261601,106427068,"0,45","28,74",4
328702601,104796411,"0,80","28,69",4
328708501,104794731,"1,92","28,64",4
315314101,106827433,"3,02","28,53",4
358431701,106606844,"2,66","28,49",4
323870001,105558799,"0,69","28,43",4
306214801,105742070,"0,97","28,41",4
350654904,104783583,"2,80","28,41",4
319350203,106668676,"1,29","28,40",4
351299801,106177488,"1,31","28,34",4
317522803,106392692,"1,84","28,14",4
305338101,105062504,"3,67","28,06",4
353750004,104809367,"5,05","28,03",4
324364101,104698593,"10,36","28,03",4
365436902,105439738,"1,16","28,00",4
358722101,105481104,"1,09","27,99",4
301323901,106184721,"5,58","27,99",4
324164402,104774523,"2,28","27,91",4
331404801,105045836,"1,59","27,91",4
367051901,105875333,"3,22","27,89",4
311838903,105951110,"2,22","27,88",4
306587001,106088650,"2,37","27,86",4
311260401,105599760,"2,26","27,85",4
330699406,105060611,"1,81","27,84",4
367333801,104774495,"2,30","27,82",4
309195501,106226587,"1,70","27,74",4
352140401,105202674,"10,78","27,74",4
319450501,105789810,"2,34","27,66",4
323324801,104838554,"0,83","27,66",4
323330901,104834003,"1,52","27,65",4
367126001,105862538,"0,75","27,63",4
312496801,105881158,"0,86","27,61",4
357746503,104813210,"4,25","27,53",4
353425502,104916663,"2,16","27,52",4
351802002,106048111,"1,53","27,49",4
301934401,106812040,"2,31","27,38",4
317376402,105358275,"3,56","27,31",4
323338609,104784435,"2,54","27,24",4
323219101,105640130,"1,29","27,21",4
314535206,105388738,"1,18","27,20",4
322713701,106584879,"2,11","27,16",4
328985901,105469635,"1,18","27,13",4
353759301,104815091,"3,94","27,09",4
330409102,105701528,"1,78","27,09",4
329857201,105469837,"1,09","27,04",4
353696502,104816265,"3,76","26,99",4
356392901,106093341,"2,28","26,99",4
357969901,105059096,"1,11","26,91",4
319587301,105796271,"1,50","26,89",4
305592502,104878664,"3,00","26,85",4
315195810,105640108,"1,29","26,79",4
312352401,106248199,"1,24","26,78",4
362753801,105573495,"0,64","26,78",4
356825606,106268117,"2,47","26,60",4
329859201,104935897,"1,57","26,59",4
328954801,104877663,"3,75","26,59",4
356675401,104783950,"2,68","26,59",4
307487501,105034810,"3,16","26,56",4
313011201,106800809,"1,84","26,53",4
352010801,105065561,"4,11","26,52",4
303048301,104911496,"8,27","26,50",4
364877901,105637108,"1,99","26,39",4
325971701,104717199,"1,59","26,38",4
360015701,104999840,"2,51","26,36",4
328709102,104786372,"2,24","26,32",4
324519301,106280797,"0,85","26,30",4
317244003,104968907,"2,04","26,20",4
321455801,104787034,"1,87","26,18",4
313011201,105666965,"1,82","26,14",4
312355101,106249796,"0,62","26,11",4
358343501,105483234,"0,61","26,02",4
367661601,104774754,"2,15","25,99",4
309042901,105569828,"0,91","25,99",4
362493901,104786378,"0,67","25,91",4
363936701,104773858,"2,55","25,90",4
360571301,105469901,"1,07","25,89",4
358490101,106837408,"1,89","25,85",4
362753801,105052509,"0,62","25,85",4
325384101,106283278,"0,55","25,73",4
351524201,104808767,"2,28","25,72",4
361889901,105291678,"1,61","25,69",4
318838101,106091520,"2,77","25,68",4
362261401,104762300,"2,00","25,67",4
363309601,106278184,"1,17","25,67",4
315190103,104761091,"2,52","25,66",4
356241801,105469892,"1,08","25,60",4
355484301,106613976,"1,35","25,59",4
357738403,104819441,"3,35","25,57",4
324529305,106274390,"1,63","25,56",4
363690201,104787920,"1,50","25,55",4
305817101,104881005,"16,59","25,51",4
323060802,105473550,"0,34","25,49",4
316371401,106821619,"6,23","25,48",4
315302001,105538513,"1,29","25,46",4
360709501,105435141,"1,79","25,42",4
358824401,105791258,"1,56","25,41",4
313307501,106424609,"1,20","25,37",4
356815702,105474327,"3,78","25,34",4
359459204,104783674,"2,78","25,30",4
320664701,104880787,"5,05","25,27",4
362329101,105937132,"0,22","25,26",4
317522803,106362026,"1,65","25,21",4
327611301,106269045,"2,34","25,18",4
327313303,105312887,"0,95","25,18",4
308443106,105543747,"3,24","25,17",4
320811401,106830272,"2,24","25,16",4
328709102,104794346,"2,12","25,01",4
330704201,105062680,"1,18","25,00",4
314866001,105689716,"0,77","24,92",4
363689301,104815189,"3,93","24,88",4
359264301,105568895,"1,08","24,85",4
310525701,104971219,"1,91","24,81",4
322606701,105052493,"0,63","24,79",4
323446702,105538751,"1,26","24,78",4
363458402,104794287,"2,18","24,73",4
323324506,105061273,"5,08","24,71",4
331403101,105052823,"0,55","24,64",4
331420502,105051103,"0,91","24,63",4
317523804,106193102,"2,83","24,58",4
350899201,105070916,"3,10","24,58",4
354516701,105943783,"0,89","24,52",4
323339001,105059538,"5,44","24,51",4
365940001,105202653,"1,90","24,43",4
361470203,106520745,"1,37","24,41",4
358615001,104824524,"1,79","24,40",4
363458402,104786690,"2,14","24,33",4
325383708,106520851,"1,35","24,26",4
362674101,106192464,"2,44","24,26",4
312338805,105004024,"2,18","24,25",4
319681403,105555147,"1,24","24,19",4
362478503,105136750,"2,43","24,14",4
353754005,104783645,"2,79","24,12",4
325058208,106426001,"4,88","23,97",4
320940601,104956436,"1,83","23,97",4
319895101,105138837,"1,50","23,90",4
320468702,106190703,"2,42","23,90",4
307492402,104961481,"0,70","23,85",4
318554412,104778845,"3,32","23,80",4
352192701,105569409,"0,96","23,77",4
328764801,104795491,"1,39","23,75",4
328720001,106268700,"2,39","23,73",4
351975202,104820753,"3,17","23,72",4
361419302,105479519,"1,29","23,62",4
328863003,105591167,"2,93","23,60",4
356105901,105571779,"0,51","23,59",4
361498604,104783306,"2,86","23,57",4
363689301,105067624,"3,71","23,50",4
323324506,104810459,"4,83","23,48",4
308486901,106673320,"0,61","23,42",4
319450101,105789879,"2,33","23,41",4
323058006,104774436,"2,32","23,35",4
305404601,105633987,"2,39","23,28",4
364756602,106681583,"0,90","23,27",4
360042004,106247617,"1,51","23,25",4
323340011,104783082,"2,91","23,21",4
360092501,104817892,"3,54","23,19",4
321455003,104787486,"1,67","23,16",4
360687401,105438702,"7,64","23,13",4
300102101,105254918,"1,29","23,12",4
357717801,104789854,"1,22","23,09",4
323339301,104783383,"2,85","23,04",4
351756509,104809807,"5,00","22,99",4
356456301,105038967,"2,54","22,99",4
356487201,106615474,"1,85","22,90",4
325863101,105131540,"0,68","22,89",4
326221801,104875060,"1,94","22,80",4
324527001,106273667,"1,74","22,79",4
358844503,104821356,"3,07","22,77",4
327612702,106276786,"1,33","22,76",4
309845302,105242939,"48,60","22,59",4
310974102,106579852,"0,58","22,57",4
328147901,104735783,"7,23","22,49",4
361076001,105479829,"1,26","22,48",4
326096005,105465651,"5,03","22,48",4
317376802,105366489,"2,22","22,48",4
310568201,105479811,"1,26","22,47",4
328514601,106379458,"0,82","22,44",4
356339403,105022131,"4,83","22,38",4
361191501,104781054,"3,90","22,36",4
327619201,106267069,"2,62","22,34",4
353420101,104883314,"1,71","22,19",4
331408801,105060265,"1,83","22,18",4
353508001,105971141,"0,80","22,15",4
353936505,104783419,"2,83","22,15",4
313446302,105479865,"1,25","22,15",4
356599001,105057531,"1,45","22,14",4
307761101,106250718,"0,56","22,06",4
358431002,105067630,"3,71","21,94",4
351450201,104816891,"3,68","21,92",4
315246701,106839120,"1,10","21,87",4
363665101,105572370,"0,40","21,85",4
365898201,104786493,"0,66","21,83",4
323329002,104821368,"3,06","21,74",4
328279101,105638985,"1,59","21,73",4
313307802,106424677,"1,19","21,68",4
354614302,104783765,"2,75","21,67",4
354614302,104823909,"2,74","21,60",4
364409601,106520938,"1,33","21,59",4
327734901,104957779,"2,98","21,52",4
308066001,106379908,"0,96","21,51",4
363825001,105015134,"1,89","21,50",4
353859901,105063008,"1,12","21,46",4
308325205,106841070,"0,67","21,44",4
323379201,105130660,"0,99","21,42",4
355559905,104774278,"2,40","21,37",4
326113110,105466648,"3,02","21,23",4
362675501,106378833,"1,10","21,23",4
309934901,105163032,"1,57","21,18",4
356675401,105074827,"2,13","21,16",4
351908101,104774851,"2,11","21,11",4
310519201,104973821,"1,06","21,10",4
357723404,104825033,"2,63","21,03",4
315246802,106826374,"3,23","20,97",4
313553201,105718298,"1,11","20,94",4
364235202,105388844,"1,16","20,88",4
358844503,104783527,"2,81","20,85",4
324528303,106276293,"1,41","20,80",4
365940401,105202961,"1,71","20,80",4
306517401,106520640,"0,98","20,80",4
313446401,105482333,"0,86","20,78",4
350367902,106698299,"1,93","20,70",4
362389003,106270270,"2,19","20,67",4
361320802,105199972,"1,07","20,67",4
305676504,106681062,"1,67","20,66",4
325376902,106267999,"2,49","20,65",4
327612202,106280371,"0,90","20,60",4
358610701,105007574,"1,54","20,60",4
364627601,105014727,"0,57","20,56",4
323348102,105480248,"1,22","20,55",4
309560904,106290100,"1,31","20,53",4
321453401,104788417,"1,39","20,52",4
316730301,105216679,"1,05","20,49",4
314834603,106520974,"0,89","20,47",4
329697901,104829657,"1,16","20,46",4
327088602,105931242,"1,92","20,42",4
356525401,104771256,"0,88","20,31",4
363525701,105013568,"0,77","20,30",4
322059801,106237357,"2,49","20,18",4
364562601,104774006,"2,52","20,17",4
356987601,106211143,"10,19","20,15",4
362164901,104762294,"2,00","20,13",4
312328801,104712621,"1,83","20,10",4
360082401,105573924,"0,49","20,10",4
364053502,105558813,"0,68","20,07",4
329981901,105911154,"1,09","20,03",4
321150403,105050532,"6,55","19,98",4
357738403,104784168,"2,61","19,96",4
320434901,106556131,"0,99","19,92",4
328714701,106269671,"2,25","19,91",4
321801501,105205039,"0,37","19,88",4
359459204,104828515,"2,18","19,86",4
301447205,106840747,"28,22","19,84",4
327611902,106521081,"1,29","19,81",4
321454501,104813204,"4,26","19,79",4
360327002,104826623,"1,54","19,76",4
366850401,105573547,"0,62","19,66",4
367628201,106143335,"2,97","19,65",4
352570402,105996320,"0,69","19,65",4
301542707,105566100,"12,10","19,61",4
365059102,106268368,"2,44","19,60",4
337270502,105579636,"8,06","19,60",4
364233402,105137365,"2,17","19,60",4
328983603,105309210,"1,55","19,51",4
323066401,104766421,"0,39","19,49",4
366358201,104787389,"1,74","19,48",4
327628003,105479643,"1,28","19,47",4
301167701,105335817,"0,66","19,46",4
303079501,104794947,"0,99","19,31",4
315232801,105637100,"1,99","19,28",4
363728901,105987257,"5,58","19,21",4
329596101,106020759,"10,26","19,20",4
307021204,106242172,"2,22","19,19",4
364219903,105388744,"1,18","19,13",4
314542701,105388571,"1,24","19,12",4
327751401,104962079,"1,90","19,09",4
317505002,106674667,"0,62","18,92",4
326973205,105820732,"1,75","18,90",4
366743001,105963023,"0,98","18,89",4
351450201,105070354,"3,16","18,81",4
319456304,105789867,"2,34","18,79",4
360842701,106838206,"1,28","18,73",4
310228901,105642808,"1,07","18,66",4
360092501,104783389,"2,85","18,66",4
350726701,105640142,"1,29","18,64",4
310356402,104723846,"1,39","18,55",4
312650901,106131352,"27,70","18,49",4
312583102,105877751,"2,35","18,47",4
365963501,105065405,"2,07","18,41",4
331074101,106517179,"0,70","18,34",4
366927501,106804914,"12,61","18,33",4
365516501,105480507,"1,18","18,32",4
328706901,104788863,"1,49","18,27",4
315162302,106187160,"0,76","18,26",4
329631901,104831088,"0,98","18,25",4
300346901,105384966,"0,42","18,25",4
323329106,104784579,"2,51","18,22",4
359401802,106187213,"0,76","18,17",4
356222802,104969470,"5,31","18,08",4
361399201,105481284,"1,06","18,08",4
300271701,105336448,"0,77","18,05",4
354754105,105388789,"1,18","17,98",4
328905001,105757221,"2,75","17,98",4
309752301,104825687,"1,67","17,95",4
352546907,104806429,"6,22","17,95",4
313125403,106666347,"5,29","17,90",4
330715605,105058874,"1,14","17,90",4
311387106,106769714,"4,72","17,88",4
365358901,105567635,"0,51","17,85",4
323329002,104784644,"2,50","17,79",4
357746503,104783817,"2,74","17,75",4
352361906,104785578,"2,23","17,75",4
309638901,106250993,"0,49","17,72",4
308184301,105594219,"2,81","17,70",4
351325101,105571011,"0,69","17,70",4
323329301,104829374,"2,07","17,62",4
353564001,105065685,"1,98","17,61",4
320139801,105687715,"2,40","17,61",4
314542003,105483577,"0,40","17,58",4
310358801,104796877,"0,74","17,54",4
328702901,104789223,"1,46","17,52",4
321511601,105482976,"0,74","17,49",4
329689202,104834459,"0,57","17,49",4
367408501,106593291,"0,88","17,49",4
363790101,104790022,"1,14","17,46",4
330852102,104957357,"1,48","17,41",4
300275301,106779595,"0,83","17,34",4
362628401,106033835,"3,36","17,32",4
314454806,105865004,"0,87","17,31",4
351052001,105437241,"1,52","17,18",4
364134201,106279962,"0,13","17,13",4
308346502,106840902,"0,71","17,13",4
314539302,105415766,"0,58","17,11",4
353696502,104785060,"2,38","17,10",4
361556701,105878108,"2,79","17,10",4
353422107,104786214,"2,14","17,03",4
305679402,106683033,"0,25","17,02",4
359424206,104820345,"3,22","17,02",4
362349601,105769935,"1,38","16,99",4
364853402,106214314,"0,57","16,97",4
323054501,104774402,"2,35","16,88",4
310693601,104714937,"0,64","16,83",4
358147906,104786756,"1,99","16,80",4
326161502,104774210,"2,43","16,75",4
352192701,105558879,"0,67","16,73",4
310404701,106214188,"0,65","16,69",4
363992201,104781913,"1,02","16,60",4
322067602,106055605,"0,67","16,58",4
317986401,105572041,"0,46","16,58",4
331563601,105016488,"0,37","16,58",4
363689301,104784162,"2,62","16,57",4
364423101,106813896,"0,40","16,56",4
363975802,104774112,"2,47","16,53",4
357729703,105064562,"4,37","16,53",4
363848901,105479950,"1,25","16,50",4
313422802,105480085,"1,23","16,44",4
328976402,104769826,"0,90","16,42",4
367417901,106189289,"2,20","16,41",4
302114703,106332348,"2,20","16,40",4
360685101,105415554,"0,61","16,39",4
313433302,106421045,"3,20","16,38",4
313424603,105481903,"0,94","16,36",4
364695303,104783718,"2,76","16,34",4
356505001,105753225,"3,96","16,33",4
322591701,105100850,"3,09","16,30",4
351537704,105539285,"1,19","16,30",4
328762903,104794472,"2,06","16,25",4
305650601,104873010,"1,50","16,20",4
303855502,106253965,"0,62","16,14",4
351907402,104775237,"1,96","16,14",4
328702201,104790314,"1,12","16,05",4
362176301,105003373,"2,08","16,05",4
360860901,106832132,"2,08","16,01",4
316758701,105469338,"1,29","16,00",4
330365402,106466171,"0,49","15,89",4
353292701,105563397,"0,57","15,75",4
325379002,106270122,"2,21","15,74",4
356339403,105830450,"3,39","15,74",4
327610401,106280559,"0,90","15,73",4
328173101,105466828,"0,44","15,68",4
324697901,105335715,"4,19","15,67",4
325405607,106269039,"2,34","15,64",4
363697102,104828411,"2,20","15,61",4
314451301,106213726,"1,01","15,60",4
304579701,106799119,"0,37","15,59",4
312989201,106604541,"1,40","15,58",4
360981402,104783515,"2,81","15,57",4
303872301,106253868,"0,65","15,55",4
325384501,106282490,"0,65","15,52",4
317607408,105483021,"0,70","15,50",4
357939005,104820920,"3,12","15,48",4
305700101,106681864,"0,84","15,47",4
364217602,105388594,"1,23","15,41",4
324520802,106520874,"1,34","15,41",4
363946702,104774622,"2,23","15,29",4
326094203,105467016,"2,91","15,29",4
352067011,104809503,"5,03","15,29",4
364710601,106269063,"2,33","15,26",4
310521401,104974328,"0,92","15,25",4
327747901,105045271,"1,66","15,18",4
361020801,105760573,"17,21","15,17",4
360997104,105881125,"0,88","15,12",4
351849201,106271135,"2,07","15,10",4
308675301,105925819,"10,78","15,03",4
354514602,104820675,"3,19","15,01",4
316511907,105194154,"3,42","14,92",4
304736301,106779685,"0,81","14,91",4
312100501,105310367,"0,71","14,91",4
308756402,105871072,"2,10","14,88",4
319614002,104971344,"0,97","14,86",4
307885001,105924703,"0,76","14,84",4
355465801,105640017,"1,44","14,81",4
305178301,105157465,"1,45","14,80",4
354341104,104784850,"2,45","14,80",4
365463101,105599022,"8,44","14,78",4
310359401,104796470,"1,05","14,69",4
312661402,105175670,"3,61","14,68",4
326118701,105468621,"2,05","14,67",4
364864701,105637091,"1,99","14,67",4
360534701,105569446,"0,94","14,65",4
323058608,104774345,"2,38","14,57",4
325382702,105479974,"1,24","14,56",4
325382702,106277659,"1,24","14,53",4
357723404,104787129,"1,82","14,52",4
312650901,106032027,"21,71","14,49",4
315178601,105794243,"0,44","14,46",4
309332901,105483405,"0,53","14,43",4
359460605,106276299,"1,41","14,43",4
365743001,104863056,"3,43","14,42",4
319456103,105790792,"1,79","14,41",4
352546907,105061575,"5,00","14,41",4
359926701,104784180,"0,34","14,38",4
359722704,104829153,"1,22","14,37",4
317238806,105640154,"1,28","14,34",4
301429401,105264648,"0,59","14,31",4
322783001,105227059,"0,90","14,30",4
314061501,104956430,"1,83","14,27",4
327782201,106832121,"3,79","14,20",4
327610801,106276750,"1,35","14,19",4
304702801,106764944,"5,98","14,18",4
350614803,105469715,"1,14","14,18",4
328982101,104881094,"2,84","14,12",4
363417601,105805672,"1,42","14,09",4
363286801,104786762,"2,11","14,07",4
367328001,106785980,"0,77","14,05",4
330723101,105057805,"1,36","14,04",4
355279001,105484323,"0,26","13,95",4
360667602,106267081,"2,62","13,94",4
324754901,105302685,"0,65","13,93",4
364695303,105074112,"2,35","13,91",4
318580101,105415748,"0,59","13,87",4
323324506,104783377,"2,85","13,87",4
327317401,105231294,"0,76","13,79",4
312354502,106213857,"0,93","13,79",4
304466501,105064716,"0,33","13,79",4
313124601,105924076,"0,63","13,78",4
318939308,105877025,"1,33","13,77",4
360995801,105704584,"1,17","13,74",4
330090803,106614318,"3,26","13,73",4
328718201,106520950,"1,33","13,73",4
331467601,105056340,"1,68","13,73",4
351785902,105480543,"1,17","13,72",4
312139301,105679257,"0,51","13,71",4
304562901,106826830,"0,63","13,71",4
323339403,104787207,"1,78","13,69",4
310368101,104796254,"1,21","13,67",4
354466602,104789411,"1,32","13,65",4
319893601,105137931,"1,96","13,64",4
328771801,104792867,"0,54","13,62",4
329600601,104835641,"0,38","13,61",4
320450908,105415736,"0,59","13,61",4
325619501,105187127,"2,04","13,58",4
351907901,104774240,"2,42","13,56",4
319037601,105783304,"2,44","13,54",4
325391501,106284235,"0,45","13,53",4
314537810,105415706,"0,60","13,53",4
309026301,105053936,"0,36","13,49",4
313327806,106427040,"0,40","13,49",4
354341104,105074474,"2,23","13,48",4
309408602,106329095,"0,18","13,45",4
363930701,104766210,"0,48","13,44",4
365133702,106339791,"0,12","13,43",4
322137607,105116081,"2,04","13,30",4
363678701,105570477,"0,78","13,30",4
312357801,106249034,"0,93","13,29",4
359935001,106177249,"1,42","13,22",4
310522301,104972439,"1,49","13,21",4
315177102,105793595,"0,47","13,20",4
358109201,106323095,"5,71","13,20",4
362235001,105573918,"0,49","13,19",4
358350702,105197433,"2,44","13,16",4
304455701,106254117,"0,55","13,14",4
307499001,105472258,"0,36","13,12",4
300698901,105196978,"1,43","13,10",4
329693801,104828405,"1,32","13,09",4
310396902,106214247,"0,62","13,04",4
365210101,105302967,"0,52","12,92",4
367652101,104769340,"5,11","12,86",4
359732001,106214443,"0,43","12,85",4
328708501,104791413,"0,86","12,81",4
311368101,105483553,"0,42","12,80",4
307884301,105642053,"2,51","12,80",4
363450401,105480028,"1,24","12,78",4
317959801,106175989,"0,89","12,75",4
310365402,104797018,"0,61","12,75",4
315179701,105792712,"0,64","12,67",4
365891102,104789556,"0,36","12,51",4
313124202,105682649,"1,07","12,48",4
351545103,105058447,"5,62","12,46",4
324906706,105465342,"3,40","12,44",4
310463302,106424671,"1,19","12,40",4
353493201,105058541,"2,15","12,40",4
316278102,106291381,"0,40","12,37",4
367333701,105444486,"0,89","12,31",4
353973705,104810335,"4,86","12,29",4
359967301,105573501,"0,63","12,27",4
305968101,104958917,"1,29","12,24",4
315321806,106830484,"2,31","12,17",4
357872401,105572215,"0,44","12,15",4
308925601,105559123,"0,62","12,13",4
367661401,104769792,"4,82","12,12",4
363497602,105640118,"1,29","12,11",4
361056501,106774704,"3,76","12,09",4
327624103,106278753,"1,11","12,09",4
315314301,106833788,"1,91","12,00",4
358014104,106434311,"1,51","11,99",4
326118506,105470230,"1,45","11,98",4
360556301,105142954,"0,17","11,94",4
325376601,106285187,"0,34","11,93",4
317274804,105643480,"1,44","11,90",4
306573802,106823052,"2,88","11,81",4
323746601,105546373,"1,76","11,80",4
331424401,105065015,"0,84","11,80",4
324526301,106276451,"1,38","11,79",4
309636602,106250903,"0,52","11,79",4
366643901,104776708,"1,32","11,69",4
359272901,104786834,"1,93","11,68",4
362634604,105909840,"2,73","11,67",4
316544003,105483057,"0,68","11,63",4
325387801,106277366,"1,27","11,62",4
318586004,105439837,"1,29","11,62",4
325386001,106282166,"0,69","11,49",4
366780501,106828345,"0,20","11,47",4
363636202,106248936,"0,96","11,45",4
315182001,105792832,"0,58","11,44",4
359967301,104786620,"0,59","11,44",4
362175501,104786487,"0,66","11,44",4
328771901,104792928,"0,51","11,40",4
360003601,106826630,"0,89","11,40",4
305279401,106802212,"1,87","11,40",4
328715805,106277042,"1,30","11,40",4
354983201,105817213,"0,85","11,38",4
306667901,106847760,"0,44","11,38",4
323093005,105638913,"1,60","11,37",4
325319601,105688297,"1,29","11,36",4
325376902,106520751,"1,37","11,34",4
364762901,106805726,"0,10","11,29",4
323339001,104784591,"2,51","11,29",4
312483106,105985930,"2,72","11,29",4
331136901,106519502,"0,44","11,27",4
356038102,104774905,"2,10","11,23",4
358500801,106272767,"1,20","11,22",4
307176702,105814207,"2,67","11,21",4
331380601,106263223,"0,33","11,19",4
313897101,104792447,"0,17","11,19",4
302681401,105206764,"0,54","11,16",4
350968205,105076840,"3,49","11,16",4
361427401,106247623,"5,03","11,15",4
351300801,106178386,"0,89","11,14",4
361333101,105310504,"0,99","11,12",4
309848201,105676051,"3,71","10,97",4
355038901,105052923,"0,53","10,97",4
364063901,105559297,"0,59","10,96",4
364982301,106278311,"1,16","10,88",4
360221101,106290402,"0,30","10,88",4
361946301,105073907,"0,16","10,88",4
363318802,105640329,"1,26","10,88",4
314534811,105483378,"0,53","10,84",4
300310201,105384820,"0,46","10,80",4
329889601,106424010,"14,56","10,76",4
316446702,105485874,"1,11","10,72",4
330717601,105064782,"1,09","10,70",4
357732706,104827412,"2,32","10,60",4
358860001,105142929,"0,17","10,57",4
359063601,106037779,"6,66","10,56",4
357939005,104786300,"2,13","10,55",4
328919501,106425095,"1,03","10,55",4
361020801,105716069,"11,94","10,53",4
325536901,105016606,"0,34","10,53",4
331194301,106519680,"0,40","10,51",4
329833301,105309169,"1,57","10,46",4
350529101,105482239,"0,88","10,45",4
364737603,104957669,"0,51","10,43",4
309181501,105107194,"0,77","10,42",4
301905301,105703665,"1,47","10,42",4
323408404,105540046,"1,07","10,39",4
352390805,104811976,"4,50","10,35",4
359858201,106841684,"1,50","10,30",4
301158601,106831536,"2,05","10,27",4
351756509,104785572,"2,23","10,27",4
327725801,105803999,"0,99","10,25",4
360114901,105569870,"0,90","10,23",4
353977602,104787159,"1,79","10,22",4
323407905,105480428,"1,19","10,16",4
364989501,104713847,"0,15","10,11",4
314536502,105483100,"0,68","10,09",4
321454501,104786048,"2,16","10,03",4
313821501,104738764,"2,91","10,02",4
326692302,106824157,"4,17","9,98",4
354754105,105483129,"0,65","9,97",4
313954901,105057799,"1,32","9,96",4
309077101,104742594,"0,77","9,94",4
309648405,105539176,"3,99","9,94",4
309657805,104794737,"1,91","9,92",4
364724803,104783652,"2,78","9,92",4
303980801,105218062,"0,63","9,91",4
305093301,106254154,"0,54","9,90",4
311161402,106249565,"0,71","9,89",4
355088001,106832786,"3,25","9,87",4
351906301,104783026,"0,66","9,84",4
309411302,106329215,"0,14","9,83",4
362224901,104786306,"0,69","9,79",4
354746101,105336842,"4,06","9,78",4
363286801,104795397,"1,46","9,77",4
350499302,106836378,"2,06","9,76",4
330486301,106466183,"0,49","9,75",4
310964005,105501148,"2,72","9,73",4
316264402,106291272,"0,43","9,72",4
323786001,105383048,"0,53","9,69",4
321857704,105965955,"2,91","9,68",4
329005802,104786531,"0,65","9,64",4
359992703,105300957,"1,30","9,60",4
358455501,105812395,"1,23","9,59",4
357751406,104783276,"2,87","9,58",4
325399806,106275002,"1,55","9,57",4
331406001,105052615,"0,61","9,56",4
302778401,105385041,"0,39","9,51",4
366959301,104776071,"1,64","9,43",4
326121301,105476745,"0,69","9,42",4
315822302,105576688,"1,38","9,40",4
366620201,105106316,"1,43","9,35",4
316746701,105197487,"2,62","9,33",4
352816501,105878293,"2,09","9,32",4
317084901,106289010,"0,70","9,31",4
321753601,105642539,"0,73","9,31",4
357729703,104784832,"2,46","9,28",4
357424301,106595026,"0,64","9,23",4
313412504,106429374,"0,30","9,22",4
313101502,105923282,"0,71","9,13",4
314864102,105689416,"0,85","9,10",4
325405607,106520794,"1,36","9,09",4
310516801,104976039,"0,29","9,09",4
315240103,106101295,"1,49","9,08",4
306608301,106847754,"0,45","9,04",4
323694502,105571605,"2,59","9,02",4
353759301,104789494,"1,31","9,01",4
310517503,104970776,"2,08","9,01",4
309140502,106020532,"0,44","8,99",4
304485603,106682104,"0,59","8,97",4
327613606,106263282,"0,32","8,96",4
323065101,104766385,"0,40","8,90",4
330715801,105062155,"0,36","8,81",4
365054302,106270586,"2,14","8,80",4
358866301,105058766,"1,15","8,80",4
327317304,105312488,"1,21","8,79",4
324916004,106129418,"2,33","8,76",4
310361401,104797095,"0,57","8,70",4
301555301,105602695,"0,45","8,68",4
303796301,106419235,"0,17","8,67",4
355981301,105134564,"0,14","8,64",4
323148807,104739217,"0,62","8,63",4
367324001,104765963,"0,60","8,62",4
359428305,105537430,"1,43","8,62",4
312315501,105854159,"2,77","8,60",4
315158101,106187669,"0,55","8,58",4
325594201,105881765,"0,47","8,57",4
315179301,105792706,"0,64","8,54",4
327623701,106280812,"0,85","8,54",4
363741701,104713143,"0,32","8,48",4
324977001,105345628,"0,93","8,47",4
301745601,104727641,"2,93","8,44",4
356524806,105969350,"1,07","8,43",4
354754105,105416147,"0,55","8,42",4
354355601,104871010,"0,18","8,41",4
316280201,106290218,"0,57","8,41",4
325382201,105472396,"0,35","8,41",4
308654501,105497804,"0,65","8,41",4
362627902,105794560,"0,42","8,40",4
304022102,104749000,"0,97","8,40",4
331464301,105059619,"0,99","8,38",4
329817701,105217012,"8,08","8,38",4
351237701,104717358,"0,50","8,37",4
365934602,104767596,"0,11","8,33",4
322716601,106586923,"1,77","8,33",4
351513501,105476213,"0,24","8,26",4
361996901,104735834,"0,13","8,26",4
359399801,105131513,"0,69","8,26",4
307021301,106244245,"1,31","8,25",4
316192501,106290205,"0,58","8,24",4
320039402,106556031,"2,88","8,24",4
305051203,106254105,"0,56","8,22",4
358401901,105696631,"0,41","8,20",4
352010801,104835439,"1,27","8,19",4
365135201,106143341,"16,36","8,19",4
364233001,105135805,"0,22","8,18",4
315314702,106840681,"0,73","8,18",4
313429401,105482101,"0,90","8,17",4
312155201,105676977,"1,84","8,09",4
309512001,104795001,"1,69","8,07",4
364496201,105677591,"2,99","8,02",4
353973705,105070268,"3,17","8,02",4
303886901,106253874,"0,64","7,94",4
310518001,104975980,"0,33","7,92",4
358401901,106813902,"0,39","7,91",4
313316502,106427313,"0,28","7,91",4
351024801,105052429,"3,70","7,90",4
316521104,106272915,"0,40","7,90",4
316263901,106289128,"0,69","7,88",4
351174501,106293655,"0,25","7,88",4
362655001,105558607,"0,72","7,81",4
315364407,105415560,"0,61","7,79",4
326487901,105779329,"4,18","7,77",4
316521104,106266626,"0,39","7,75",4
306667401,106847990,"0,39","7,74",4
364278001,105415385,"0,63","7,73",4
363435501,105581361,"6,80","7,70",4
310396507,106214598,"0,24","7,70",4
